 variables = "x", "y", "z", "rhoi", "vxi", "vyi", "vzi", "pi", "tracei", "rhoe",
  "vxe", "vye",   "vze", "pe", "tracee", "bx", "by", "bz", "ex", "ey", "ez", "co
 rpotB", "corpotE", "rhoiRe", "rhoiIm", "mxiRe", "mxiIm", "myiRe", "myiIm", "mzi
 Re", "mziIm", "ergiRe", "ergiIm", "rhoeRe", "rhoeIm", "mxeRe", "mxeIm", "myeRe"
 , "myeIm", "mzeRe", "mzeIm", "ergeRe", "ergeIm", "bxRe", "bxIm", "byRe" "byIm",
  "bzRe", "bzIm", "exRe", "exIm", "eyRe", "eyIm", "ezRe", "ezIm"
 zone i =         4000  j =            1  k =            1  f = point
 -.476750E+0000 0.100000E+0001 0.100000E+0001 0.244043E+0001 0.904936E+0000 0.000000E+0000 0.000000E+0000 0.264921E+0001 -.996617E+0000 0.244030E-0001 0.904735E+0000 0.000000E+0000 0.000000E+0000 0.264904E+0001 -.996617E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.369355E-0005 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.360366E+0001 0.360366E+0001 -.164174E+0001 -.164174E+0001 0.326230E+0000 -.326230E+0000 0.150941E-0001 -.150941E-0001 0.679928E+0001 0.679928E+0001 0.141371E-0001 0.141371E-0001 0.928567E-0001 0.928567E-0001 -.221639E-0001 0.221639E-0001 -.130881E+0000 0.130881E+0000 0.391187E+0001 0.391187E+0001 0.132807E+0000 0.132807E+0000 -.263558E-0001 0.263558E-0001 -.151627E+0000 0.151627E+0000 0.582362E+0000 0.582362E+0000 0.696259E+0000 -.696259E+0000 -.197211E-0003 0.197211E-0003
 -.476250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904934E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996616E+0000 0.244030E-0001 0.904740E+0000 0.000000E+0000 0.000000E+0000 0.264904E+0001 -.996616E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.691102E-0005 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.353145E+0001 0.353145E+0001 -.160413E+0001 -.160413E+0001 0.370791E+0000 -.370791E+0000 0.150177E-0001 -.150177E-0001 0.666649E+0001 0.666649E+0001 0.140174E-0001 0.140174E-0001 0.930978E-0001 0.930978E-0001 -.214576E-0001 0.214576E-0001 -.131124E+0000 0.131124E+0000 0.387954E+0001 0.387954E+0001 0.133043E+0000 0.133043E+0000 -.256587E-0001 0.256587E-0001 -.151970E+0000 0.151970E+0000 0.606820E+0000 0.606820E+0000 0.690797E+0000 -.690797E+0000 -.190773E-0003 0.190773E-0003
 -.475750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904933E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996616E+0000 0.244030E-0001 0.904744E+0000 0.000000E+0000 0.000000E+0000 0.264904E+0001 -.996616E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.995162E-0005 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.345755E+0001 0.345755E+0001 -.156567E+0001 -.156567E+0001 0.414330E+0000 -.414330E+0000 0.149366E-0001 -.149366E-0001 0.653061E+0001 0.653061E+0001 0.138930E-0001 0.138930E-0001 0.933361E-0001 0.933361E-0001 -.207530E-0001 0.207530E-0001 -.131359E+0000 0.131359E+0000 0.384597E+0001 0.384597E+0001 0.133273E+0000 0.133273E+0000 -.249614E-0001 0.249614E-0001 -.152307E+0000 0.152307E+0000 0.630399E+0000 0.630399E+0000 0.685121E+0000 -.685121E+0000 -.184329E-0003 0.184329E-0003
 -.475250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996615E+0000 0.244029E-0001 0.904749E+0000 0.000000E+0000 0.000000E+0000 0.264904E+0001 -.996615E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.128145E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.338207E+0001 0.338207E+0001 -.152642E+0001 -.152642E+0001 0.456827E+0000 -.456827E+0000 0.148510E-0001 -.148510E-0001 0.639183E+0001 0.639183E+0001 0.137642E-0001 0.137642E-0001 0.935715E-0001 0.935715E-0001 -.200501E-0001 0.200501E-0001 -.131587E+0000 0.131587E+0000 0.381122E+0001 0.381122E+0001 0.133497E+0000 0.133497E+0000 -.242637E-0001 0.242637E-0001 -.152638E+0000 0.152638E+0000 0.653078E+0000 0.653078E+0000 0.679242E+0000 -.679242E+0000 -.177885E-0003 0.177885E-0003
 -.474750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996615E+0000 0.244029E-0001 0.904753E+0000 0.000000E+0000 0.000000E+0000 0.264903E+0001 -.996614E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.154998E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.330510E+0001 0.330510E+0001 -.148641E+0001 -.148641E+0001 0.498267E+0000 -.498267E+0000 0.147611E-0001 -.147611E-0001 0.625031E+0001 0.625031E+0001 0.136312E-0001 0.136312E-0001 0.938041E-0001 0.938041E-0001 -.193490E-0001 0.193490E-0001 -.131806E+0000 0.131806E+0000 0.377532E+0001 0.377532E+0001 0.133714E+0000 0.133714E+0000 -.235659E-0001 0.235659E-0001 -.152962E+0000 0.152962E+0000 0.674853E+0000 0.674853E+0000 0.673168E+0000 -.673168E+0000 -.171440E-0003 0.171440E-0003
 -.474250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996614E+0000 0.244029E-0001 0.904758E+0000 0.000000E+0000 0.000000E+0000 0.264903E+0001 -.996614E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.180088E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.322673E+0001 0.322673E+0001 -.144569E+0001 -.144569E+0001 0.538635E+0000 -.538635E+0000 0.146670E-0001 -.146670E-0001 0.610621E+0001 0.610621E+0001 0.134942E-0001 0.134942E-0001 0.940338E-0001 0.940338E-0001 -.186499E-0001 0.186499E-0001 -.132017E+0000 0.132017E+0000 0.373834E+0001 0.373834E+0001 0.133924E+0000 0.133924E+0000 -.228679E-0001 0.228679E-0001 -.153280E+0000 0.153280E+0000 0.695707E+0000 0.695707E+0000 0.666909E+0000 -.666909E+0000 -.164993E-0003 0.164993E-0003
 -.473750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904931E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996613E+0000 0.244029E-0001 0.904763E+0000 0.000000E+0000 0.000000E+0000 0.264903E+0001 -.996613E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.203434E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.314704E+0001 0.314704E+0001 -.140432E+0001 -.140432E+0001 0.577915E+0000 -.577915E+0000 0.145690E-0001 -.145690E-0001 0.595970E+0001 0.595970E+0001 0.133534E-0001 0.133534E-0001 0.942605E-0001 0.942605E-0001 -.179528E-0001 0.179528E-0001 -.132220E+0000 0.132220E+0000 0.370034E+0001 0.370034E+0001 0.134127E+0000 0.134127E+0000 -.221698E-0001 0.221698E-0001 -.153592E+0000 0.153592E+0000 0.715632E+0000 0.715632E+0000 0.660472E+0000 -.660472E+0000 -.158547E-0003 0.158547E-0003
 -.473250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996613E+0000 0.244029E-0001 0.904768E+0000 0.000000E+0000 0.000000E+0000 0.264903E+0001 -.996613E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.225065E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.306612E+0001 0.306612E+0001 -.136234E+0001 -.136234E+0001 0.616096E+0000 -.616096E+0000 0.144670E-0001 -.144670E-0001 0.581093E+0001 0.581093E+0001 0.132089E-0001 0.132089E-0001 0.944841E-0001 0.944841E-0001 -.172579E-0001 0.172579E-0001 -.132415E+0000 0.132415E+0000 0.366135E+0001 0.366135E+0001 0.134325E+0000 0.134325E+0000 -.214717E-0001 0.214717E-0001 -.153897E+0000 0.153897E+0000 0.734621E+0000 0.734621E+0000 0.653867E+0000 -.653867E+0000 -.152107E-0003 0.152107E-0003
 -.472750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996612E+0000 0.244029E-0001 0.904773E+0000 0.000000E+0000 0.000000E+0000 0.264902E+0001 -.996612E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.245017E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.298406E+0001 0.298406E+0001 -.131979E+0001 -.131979E+0001 0.653164E+0000 -.653164E+0000 0.143614E-0001 -.143614E-0001 0.566007E+0001 0.566007E+0001 0.130611E-0001 0.130611E-0001 0.947047E-0001 0.947047E-0001 -.165651E-0001 0.165651E-0001 -.132603E+0000 0.132603E+0000 0.362144E+0001 0.362144E+0001 0.134515E+0000 0.134515E+0000 -.207736E-0001 0.207736E-0001 -.154195E+0000 0.154195E+0000 0.752665E+0000 0.752665E+0000 0.647103E+0000 -.647103E+0000 -.145684E-0003 0.145684E-0003
 -.472250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904932E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996612E+0000 0.244029E-0001 0.904778E+0000 0.000000E+0000 0.000000E+0000 0.264902E+0001 -.996612E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.263335E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.290095E+0001 0.290095E+0001 -.127672E+0001 -.127672E+0001 0.689110E+0000 -.689110E+0000 0.142522E-0001 -.142522E-0001 0.550728E+0001 0.550728E+0001 0.129100E-0001 0.129100E-0001 0.949220E-0001 0.949220E-0001 -.158746E-0001 0.158746E-0001 -.132783E+0000 0.132783E+0000 0.358066E+0001 0.358066E+0001 0.134698E+0000 0.134698E+0000 -.200755E-0001 0.200755E-0001 -.154487E+0000 0.154487E+0000 0.769761E+0000 0.769761E+0000 0.640189E+0000 -.640189E+0000 -.139267E-0003 0.139267E-0003
 -.471750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904933E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996611E+0000 0.244029E-0001 0.904783E+0000 0.000000E+0000 0.000000E+0000 0.264902E+0001 -.996611E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.280071E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.281687E+0001 0.281687E+0001 -.123317E+0001 -.123317E+0001 0.723925E+0000 -.723925E+0000 0.141397E-0001 -.141397E-0001 0.535272E+0001 0.535272E+0001 0.127559E-0001 0.127559E-0001 0.951361E-0001 0.951361E-0001 -.151865E-0001 0.151865E-0001 -.132955E+0000 0.132955E+0000 0.353906E+0001 0.353906E+0001 0.134876E+0000 0.134876E+0000 -.193776E-0001 0.193776E-0001 -.154773E+0000 0.154773E+0000 0.785903E+0000 0.785903E+0000 0.633135E+0000 -.633135E+0000 -.132851E-0003 0.132851E-0003
 -.471250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904934E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996611E+0000 0.244028E-0001 0.904789E+0000 0.000000E+0000 0.000000E+0000 0.264902E+0001 -.996611E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.295286E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.273193E+0001 0.273193E+0001 -.118920E+0001 -.118920E+0001 0.757598E+0000 -.757598E+0000 0.140239E-0001 -.140239E-0001 0.519657E+0001 0.519657E+0001 0.125989E-0001 0.125989E-0001 0.953468E-0001 0.953468E-0001 -.145008E-0001 0.145008E-0001 -.133119E+0000 0.133119E+0000 0.349669E+0001 0.349669E+0001 0.135047E+0000 0.135047E+0000 -.186799E-0001 0.186799E-0001 -.155051E+0000 0.155051E+0000 0.801087E+0000 0.801087E+0000 0.625949E+0000 -.625949E+0000 -.126434E-0003 0.126434E-0003
 -.470750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904935E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996610E+0000 0.244028E-0001 0.904794E+0000 0.000000E+0000 0.000000E+0000 0.264901E+0001 -.996610E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.309050E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.264621E+0001 0.264621E+0001 -.114485E+0001 -.114485E+0001 0.790125E+0000 -.790125E+0000 0.139051E-0001 -.139051E-0001 0.503901E+0001 0.503901E+0001 0.124393E-0001 0.124393E-0001 0.955541E-0001 0.955541E-0001 -.138175E-0001 0.138175E-0001 -.133276E+0000 0.133276E+0000 0.345361E+0001 0.345361E+0001 0.135212E+0000 0.135212E+0000 -.179823E-0001 0.179823E-0001 -.155323E+0000 0.155323E+0000 0.815310E+0000 0.815310E+0000 0.618639E+0000 -.618639E+0000 -.120023E-0003 0.120023E-0003
 -.470250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904936E+0000 0.000000E+0000 0.000000E+0000 0.264923E+0001 -.996609E+0000 0.244028E-0001 0.904799E+0000 0.000000E+0000 0.000000E+0000 0.264901E+0001 -.996609E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.321437E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.255982E+0001 0.255982E+0001 -.110017E+0001 -.110017E+0001 0.821499E+0000 -.821499E+0000 0.137835E-0001 -.137835E-0001 0.488021E+0001 0.488021E+0001 0.122773E-0001 0.122773E-0001 0.957580E-0001 0.957580E-0001 -.131368E-0001 0.131368E-0001 -.133425E+0000 0.133425E+0000 0.340987E+0001 0.340987E+0001 0.135370E+0000 0.135370E+0000 -.172851E-0001 0.172851E-0001 -.155588E+0000 0.155588E+0000 0.828573E+0000 0.828573E+0000 0.611217E+0000 -.611217E+0000 -.113610E-0003 0.113610E-0003
 -.469750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904937E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996609E+0000 0.244028E-0001 0.904805E+0000 0.000000E+0000 0.000000E+0000 0.264901E+0001 -.996609E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.332532E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.247285E+0001 0.247285E+0001 -.105522E+0001 -.105522E+0001 0.851716E+0000 -.851716E+0000 0.136591E-0001 -.136591E-0001 0.472037E+0001 0.472037E+0001 0.121131E-0001 0.121131E-0001 0.959584E-0001 0.959584E-0001 -.124588E-0001 0.124588E-0001 -.133567E+0000 0.133567E+0000 0.336552E+0001 0.336552E+0001 0.135521E+0000 0.135521E+0000 -.165882E-0001 0.165882E-0001 -.155846E+0000 0.155846E+0000 0.840870E+0000 0.840870E+0000 0.603689E+0000 -.603689E+0000 -.107207E-0003 0.107207E-0003
 -.469250E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904939E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996608E+0000 0.244028E-0001 0.904810E+0000 0.000000E+0000 0.000000E+0000 0.264901E+0001 -.996608E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.342422E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.238543E+0001 0.238543E+0001 -.101004E+0001 -.101004E+0001 0.880772E+0000 -.880772E+0000 0.135321E-0001 -.135321E-0001 0.455969E+0001 0.455969E+0001 0.119468E-0001 0.119468E-0001 0.961554E-0001 0.961554E-0001 -.117833E-0001 0.117833E-0001 -.133701E+0000 0.133701E+0000 0.332063E+0001 0.332063E+0001 0.135666E+0000 0.135666E+0000 -.158916E-0001 0.158916E-0001 -.156098E+0000 0.156098E+0000 0.852206E+0000 0.852206E+0000 0.596066E+0000 -.596066E+0000 -.100802E-0003 0.100802E-0003
 -.468750E+0000 0.100000E+0001 0.100000E+0001 0.244044E+0001 0.904942E+0000 0.000000E+0000 0.000000E+0000 0.264922E+0001 -.996608E+0000 0.244028E-0001 0.904816E+0000 0.000000E+0000 0.000000E+0000 0.264900E+0001 -.996608E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.351197E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.229764E+0001 0.229764E+0001 -.964700E+0000 -.964700E+0000 0.908666E+0000 -.908666E+0000 0.134027E-0001 -.134027E-0001 0.439835E+0001 0.439835E+0001 0.117786E-0001 0.117786E-0001 0.963489E-0001 0.963489E-0001 -.111106E-0001 0.111106E-0001 -.133828E+0000 0.133828E+0000 0.327523E+0001 0.327523E+0001 0.135805E+0000 0.135805E+0000 -.151955E-0001 0.151955E-0001 -.156342E+0000 0.156342E+0000 0.862576E+0000 0.862576E+0000 0.588355E+0000 -.588355E+0000 -.944066E-0004 0.944066E-0004
 -.468250E+0000 0.100000E+0001 0.100000E+0001 0.244043E+0001 0.904944E+0000 0.000000E+0000 0.000000E+0000 0.264921E+0001 -.996607E+0000 0.244028E-0001 0.904822E+0000 0.000000E+0000 0.000000E+0000 0.264900E+0001 -.996607E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.358953E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.220958E+0001 0.220958E+0001 -.919236E+0000 -.919236E+0000 0.935398E+0000 -.935398E+0000 0.132711E-0001 -.132711E-0001 0.423652E+0001 0.423652E+0001 0.116089E-0001 0.116089E-0001 0.965389E-0001 0.965389E-0001 -.104407E-0001 0.104407E-0001 -.133948E+0000 0.133948E+0000 0.322939E+0001 0.322939E+0001 0.135937E+0000 0.135937E+0000 -.144998E-0001 0.144998E-0001 -.156579E+0000 0.156579E+0000 0.871983E+0000 0.871983E+0000 0.580567E+0000 -.580567E+0000 -.880113E-0004 0.880113E-0004
 -.467750E+0000 0.100000E+0001 0.100000E+0001 0.244043E+0001 0.904947E+0000 0.000000E+0000 0.000000E+0000 0.264920E+0001 -.996607E+0000 0.244028E-0001 0.904828E+0000 0.000000E+0000 0.000000E+0000 0.264900E+0001 -.996607E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.365782E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.212134E+0001 0.212134E+0001 -.873698E+0000 -.873698E+0000 0.960968E+0000 -.960968E+0000 0.131374E-0001 -.131374E-0001 0.407439E+0001 0.407439E+0001 0.114377E-0001 0.114377E-0001 0.967253E-0001 0.967253E-0001 -.977359E-0002 0.977359E-0002 -.134060E+0000 0.134060E+0000 0.318316E+0001 0.318316E+0001 0.136063E+0000 0.136063E+0000 -.138046E-0001 0.138046E-0001 -.156810E+0000 0.156810E+0000 0.880430E+0000 0.880430E+0000 0.572710E+0000 -.572710E+0000 -.816263E-0004 0.816263E-0004
 -.467250E+0000 0.100000E+0001 0.100000E+0001 0.244043E+0001 0.904950E+0000 0.000000E+0000 0.000000E+0000 0.264920E+0001 -.996606E+0000 0.244027E-0001 0.904834E+0000 0.000000E+0000 0.000000E+0000 0.264900E+0001 -.996606E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.371779E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.203303E+0001 0.203303E+0001 -.828141E+0000 -.828141E+0000 0.985378E+0000 -.985378E+0000 0.130018E-0001 -.130018E-0001 0.391211E+0001 0.391211E+0001 0.112652E-0001 0.112652E-0001 0.969079E-0001 0.969079E-0001 -.910933E-0002 0.910933E-0002 -.134165E+0000 0.134165E+0000 0.313659E+0001 0.313659E+0001 0.136183E+0000 0.136183E+0000 -.131100E-0001 0.131100E-0001 -.157033E+0000 0.157033E+0000 0.887923E+0000 0.887923E+0000 0.564793E+0000 -.564793E+0000 -.752420E-0004 0.752420E-0004
 -.466750E+0000 0.100000E+0001 0.100000E+0001 0.244042E+0001 0.904953E+0000 0.000000E+0000 0.000000E+0000 0.264919E+0001 -.996606E+0000 0.244027E-0001 0.904839E+0000 0.000000E+0000 0.000000E+0000 0.264900E+0001 -.996606E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.377033E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.194474E+0001 0.194474E+0001 -.782609E+0000 -.782609E+0000 0.100863E+0001 -.100863E+0001 0.128644E-0001 -.128644E-0001 0.374989E+0001 0.374989E+0001 0.110916E-0001 0.110916E-0001 0.970866E-0001 0.970866E-0001 -.844796E-0002 0.844796E-0002 -.134263E+0000 0.134263E+0000 0.308971E+0001 0.308971E+0001 0.136297E+0000 0.136297E+0000 -.124160E-0001 0.124160E-0001 -.157249E+0000 0.157249E+0000 0.894468E+0000 0.894468E+0000 0.556823E+0000 -.556823E+0000 -.688680E-0004 0.688680E-0004
 -.466250E+0000 0.100000E+0001 0.100000E+0001 0.244042E+0001 0.904956E+0000 0.000000E+0000 0.000000E+0000 0.264918E+0001 -.996605E+0000 0.244027E-0001 0.904845E+0000 0.000000E+0000 0.000000E+0000 0.264899E+0001 -.996605E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.381632E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.185657E+0001 0.185657E+0001 -.737156E+0000 -.737156E+0000 0.103073E+0001 -.103073E+0001 0.127254E-0001 -.127254E-0001 0.358791E+0001 0.358791E+0001 0.109172E-0001 0.109172E-0001 0.972611E-0001 0.972611E-0001 -.778952E-0002 0.778952E-0002 -.134354E+0000 0.134354E+0000 0.304260E+0001 0.304260E+0001 0.136405E+0000 0.136405E+0000 -.117227E-0001 0.117227E-0001 -.157458E+0000 0.157458E+0000 0.900072E+0000 0.900072E+0000 0.548811E+0000 -.548811E+0000 -.624947E-0004 0.624947E-0004
 -.465750E+0000 0.100000E+0001 0.100000E+0001 0.244041E+0001 0.904959E+0000 0.000000E+0000 0.000000E+0000 0.264918E+0001 -.996605E+0000 0.244027E-0001 0.904851E+0000 0.000000E+0000 0.000000E+0000 0.264899E+0001 -.996604E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.385660E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.176862E+0001 0.176862E+0001 -.691834E+0000 -.691834E+0000 0.105169E+0001 -.105169E+0001 0.125850E-0001 -.125850E-0001 0.342635E+0001 0.342635E+0001 0.107420E-0001 0.107420E-0001 0.974313E-0001 0.974313E-0001 -.713404E-0002 0.713404E-0002 -.134438E+0000 0.134438E+0000 0.299528E+0001 0.299528E+0001 0.136507E+0000 0.136507E+0000 -.110301E-0001 0.110301E-0001 -.157660E+0000 0.157660E+0000 0.904739E+0000 0.904739E+0000 0.540765E+0000 -.540765E+0000 -.561344E-0004 0.561344E-0004
 -.465250E+0000 0.100000E+0001 0.100000E+0001 0.244041E+0001 0.904962E+0000 0.000000E+0000 0.000000E+0000 0.264917E+0001 -.996604E+0000 0.244027E-0001 0.904857E+0000 0.000000E+0000 0.000000E+0000 0.264899E+0001 -.996604E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.389193E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.168100E+0001 0.168100E+0001 -.646693E+0000 -.646693E+0000 0.107150E+0001 -.107150E+0001 0.124432E-0001 -.124432E-0001 0.326541E+0001 0.326541E+0001 0.105662E-0001 0.105662E-0001 0.975972E-0001 0.975972E-0001 -.648156E-0002 0.648156E-0002 -.134515E+0000 0.134515E+0000 0.294781E+0001 0.294781E+0001 0.136603E+0000 0.136603E+0000 -.103381E-0001 0.103381E-0001 -.157854E+0000 0.157854E+0000 0.908484E+0000 0.908484E+0000 0.532692E+0000 -.532692E+0000 -.497745E-0004 0.497745E-0004
 -.464750E+0000 0.100000E+0001 0.100000E+0001 0.244041E+0001 0.904964E+0000 0.000000E+0000 0.000000E+0000 0.264917E+0001 -.996603E+0000 0.244027E-0001 0.904863E+0000 0.000000E+0000 0.000000E+0000 0.264899E+0001 -.996603E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.392303E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.159379E+0001 0.159379E+0001 -.601779E+0000 -.601779E+0000 0.109019E+0001 -.109019E+0001 0.123003E-0001 -.123003E-0001 0.310523E+0001 0.310523E+0001 0.103901E-0001 0.103901E-0001 0.977586E-0001 0.977586E-0001 -.583209E-0002 0.583209E-0002 -.134584E+0000 0.134584E+0000 0.290024E+0001 0.290024E+0001 0.136693E+0000 0.136693E+0000 -.964702E-0002 0.964702E-0002 -.158041E+0000 0.158041E+0000 0.911314E+0000 0.911314E+0000 0.524601E+0000 -.524601E+0000 -.434277E-0004 0.434277E-0004
 -.464250E+0000 0.100000E+0001 0.100000E+0001 0.244041E+0001 0.904966E+0000 0.000000E+0000 0.000000E+0000 0.264917E+0001 -.996603E+0000 0.244027E-0001 0.904869E+0000 0.000000E+0000 0.000000E+0000 0.264898E+0001 -.996603E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.395054E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.150707E+0001 0.150707E+0001 -.557133E+0000 -.557133E+0000 0.110775E+0001 -.110775E+0001 0.121565E-0001 -.121565E-0001 0.294597E+0001 0.294597E+0001 0.102139E-0001 0.102139E-0001 0.979155E-0001 0.979155E-0001 -.518568E-0002 0.518568E-0002 -.134648E+0000 0.134648E+0000 0.285262E+0001 0.285262E+0001 0.136777E+0000 0.136777E+0000 -.895673E-0002 0.895673E-0002 -.158221E+0000 0.158221E+0000 0.913234E+0000 0.913234E+0000 0.516501E+0000 -.516501E+0000 -.370799E-0004 0.370799E-0004
 -.463750E+0000 0.100000E+0001 0.100000E+0001 0.244041E+0001 0.904967E+0000 0.000000E+0000 0.000000E+0000 0.264916E+0001 -.996602E+0000 0.244027E-0001 0.904875E+0000 0.000000E+0000 0.000000E+0000 0.264898E+0001 -.996602E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.397505E-0004 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.142092E+0001 0.142092E+0001 -.512794E+0000 -.512794E+0000 0.112421E+0001 -.112421E+0001 0.120117E-0001 -.120117E-0001 0.278776E+0001 0.278776E+0001 0.100376E-0001 0.100376E-0001 0.980678E-0001 0.980678E-0001 -.454235E-0002 0.454235E-0002 -.134704E+0000 0.134704E+0000 0.280499E+0001 0.280499E+0001 0.136855E+0000 0.136855E+0000 -.826730E-0002 0.826730E-0002 -.158396E+0000 0.158396E+0000 0.914257E+0000 0.914257E+0000 0.508400E+0000 -.508400E+0000 -.307491E-0004 0.307491E-0004
