 variables = "x", "y", "z", "rhoi", "vxi", "vyi", "vzi", "pi", "tracei", "rhoe",
  "vxe", "vye",   "vze", "pe", "tracee", "bx", "by", "bz", "ex", "ey", "ez", "co
 rpotB", "corpotE", "rhoiRe", "rhoiIm", "mxiRe", "mxiIm", "myiRe", "myiIm", "mzi
 Re", "mziIm", "ergiRe", "ergiIm", "rhoeRe", "rhoeIm", "mxeRe", "mxeIm", "myeRe"
 , "myeIm", "mzeRe", "mzeIm", "ergeRe", "ergeIm", "bxRe", "bxIm", "byRe" "byIm",
  "bzRe", "bzIm", "exRe", "exIm", "eyRe", "eyIm", "ezRe", "ezIm"
 zone i =         4000  j =            1  k =            1  f = point
 0.182250E+0000 0.100000E+0001 0.100000E+0001 0.244115E+0001 0.904229E+0000 0.000000E+0000 0.000000E+0000 0.265044E+0001 -.996071E+0000 0.244175E-0001 0.903521E+0000 0.000000E+0000 0.000000E+0000 0.265163E+0001 -.996071E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.179414E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.428740E+0000 0.428740E+0000 0.125852E+0000 0.125852E+0000 0.582259E+0000 -.582259E+0000 0.770250E-0002 -.770250E-0002 0.110304E+0001 0.110304E+0001 0.388767E-0002 0.388767E-0002 0.735516E-0001 0.735516E-0001 -.631137E-0002 0.631137E-0002 -.986586E-0001 0.986586E-0001 0.112228E+0001 0.112228E+0001 0.100712E+0000 0.100712E+0000 -.165750E-0001 0.165750E-0001 -.114977E+0000 0.114977E+0000 0.135348E+0000 0.135348E+0000 0.213619E+0000 -.213619E+0000 -.118479E-0003 0.118479E-0003
 0.182750E+0000 0.100000E+0001 0.100000E+0001 0.244115E+0001 0.904227E+0000 0.000000E+0000 0.000000E+0000 0.265045E+0001 -.996071E+0000 0.244175E-0001 0.903522E+0000 0.000000E+0000 0.000000E+0000 0.265163E+0001 -.996070E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.176872E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.427633E+0000 0.427633E+0000 0.126135E+0000 0.126135E+0000 0.583689E+0000 -.583689E+0000 0.768184E-0002 -.768184E-0002 0.110078E+0001 0.110078E+0001 0.387145E-0002 0.387145E-0002 0.736137E-0001 0.736137E-0001 -.604791E-0002 0.604791E-0002 -.987098E-0001 0.987098E-0001 0.111791E+0001 0.111791E+0001 0.100736E+0000 0.100736E+0000 -.162720E-0001 0.162720E-0001 -.115066E+0000 0.115066E+0000 0.133938E+0000 0.133938E+0000 0.212898E+0000 -.212898E+0000 -.115729E-0003 0.115729E-0003
 0.183250E+0000 0.100000E+0001 0.100000E+0001 0.244116E+0001 0.904225E+0000 0.000000E+0000 0.000000E+0000 0.265046E+0001 -.996070E+0000 0.244175E-0001 0.903522E+0000 0.000000E+0000 0.000000E+0000 0.265163E+0001 -.996070E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.174350E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.426671E+0000 0.426671E+0000 0.126344E+0000 0.126344E+0000 0.585113E+0000 -.585113E+0000 0.766128E-0002 -.766128E-0002 0.109880E+0001 0.109880E+0001 0.385541E-0002 0.385541E-0002 0.736744E-0001 0.736744E-0001 -.578434E-0002 0.578434E-0002 -.987594E-0001 0.987594E-0001 0.111359E+0001 0.111359E+0001 0.100759E+0000 0.100759E+0000 -.159686E-0001 0.159686E-0001 -.115154E+0000 0.115154E+0000 0.132641E+0000 0.132641E+0000 0.212183E+0000 -.212183E+0000 -.112979E-0003 0.112979E-0003
 0.183750E+0000 0.100000E+0001 0.100000E+0001 0.244116E+0001 0.904222E+0000 0.000000E+0000 0.000000E+0000 0.265047E+0001 -.996070E+0000 0.244175E-0001 0.903523E+0000 0.000000E+0000 0.000000E+0000 0.265163E+0001 -.996070E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.171852E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.425855E+0000 0.425855E+0000 0.126478E+0000 0.126478E+0000 0.586534E+0000 -.586534E+0000 0.764082E-0002 -.764082E-0002 0.109708E+0001 0.109708E+0001 0.383954E-0002 0.383954E-0002 0.737336E-0001 0.737336E-0001 -.552064E-0002 0.552064E-0002 -.988073E-0001 0.988073E-0001 0.110931E+0001 0.110931E+0001 0.100782E+0000 0.100782E+0000 -.156648E-0001 0.156648E-0001 -.115239E+0000 0.115239E+0000 0.131459E+0000 0.131459E+0000 0.211475E+0000 -.211475E+0000 -.110227E-0003 0.110227E-0003
 0.184250E+0000 0.100000E+0001 0.100000E+0001 0.244117E+0001 0.904220E+0000 0.000000E+0000 0.000000E+0000 0.265048E+0001 -.996069E+0000 0.244175E-0001 0.903523E+0000 0.000000E+0000 0.000000E+0000 0.265162E+0001 -.996069E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.169378E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.425187E+0000 0.425187E+0000 0.126537E+0000 0.126537E+0000 0.587951E+0000 -.587951E+0000 0.762047E-0002 -.762047E-0002 0.109564E+0001 0.109564E+0001 0.382382E-0002 0.382382E-0002 0.737915E-0001 0.737915E-0001 -.525682E-0002 0.525682E-0002 -.988536E-0001 0.988536E-0001 0.110506E+0001 0.110506E+0001 0.100804E+0000 0.100804E+0000 -.153605E-0001 0.153605E-0001 -.115322E+0000 0.115322E+0000 0.130391E+0000 0.130391E+0000 0.210772E+0000 -.210772E+0000 -.107475E-0003 0.107475E-0003
 0.184750E+0000 0.100000E+0001 0.100000E+0001 0.244117E+0001 0.904217E+0000 0.000000E+0000 0.000000E+0000 0.265049E+0001 -.996069E+0000 0.244175E-0001 0.903523E+0000 0.000000E+0000 0.000000E+0000 0.265162E+0001 -.996069E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.166930E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.424667E+0000 0.424667E+0000 0.126524E+0000 0.126524E+0000 0.589365E+0000 -.589365E+0000 0.760021E-0002 -.760021E-0002 0.109447E+0001 0.109447E+0001 0.380823E-0002 0.380823E-0002 0.738479E-0001 0.738479E-0001 -.499289E-0002 0.499289E-0002 -.988982E-0001 0.988982E-0001 0.110085E+0001 0.110085E+0001 0.100824E+0000 0.100824E+0000 -.150558E-0001 0.150558E-0001 -.115404E+0000 0.115404E+0000 0.129439E+0000 0.129439E+0000 0.210075E+0000 -.210075E+0000 -.104723E-0003 0.104723E-0003
 0.185250E+0000 0.100000E+0001 0.100000E+0001 0.244118E+0001 0.904215E+0000 0.000000E+0000 0.000000E+0000 0.265050E+0001 -.996068E+0000 0.244175E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265162E+0001 -.996068E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.164509E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.424299E+0000 0.424299E+0000 0.126435E+0000 0.126435E+0000 0.590779E+0000 -.590779E+0000 0.758006E-0002 -.758006E-0002 0.109359E+0001 0.109359E+0001 0.379276E-0002 0.379276E-0002 0.739028E-0001 0.739028E-0001 -.472885E-0002 0.472885E-0002 -.989412E-0001 0.989412E-0001 0.109666E+0001 0.109666E+0001 0.100845E+0000 0.100845E+0000 -.147507E-0001 0.147507E-0001 -.115483E+0000 0.115483E+0000 0.128601E+0000 0.128601E+0000 0.209382E+0000 -.209382E+0000 -.101969E-0003 0.101969E-0003
 0.185750E+0000 0.100000E+0001 0.100000E+0001 0.244118E+0001 0.904212E+0000 0.000000E+0000 0.000000E+0000 0.265051E+0001 -.996068E+0000 0.244174E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265162E+0001 -.996068E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.162116E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.424088E+0000 0.424088E+0000 0.126274E+0000 0.126274E+0000 0.592193E+0000 -.592193E+0000 0.756001E-0002 -.756001E-0002 0.109301E+0001 0.109301E+0001 0.377740E-0002 0.377740E-0002 0.739564E-0001 0.739564E-0001 -.446469E-0002 0.446469E-0002 -.989825E-0001 0.989825E-0001 0.109250E+0001 0.109250E+0001 0.100864E+0000 0.100864E+0000 -.144452E-0001 0.144452E-0001 -.115560E+0000 0.115560E+0000 0.127878E+0000 0.127878E+0000 0.208692E+0000 -.208692E+0000 -.992147E-0004 0.992147E-0004
 0.186250E+0000 0.100000E+0001 0.100000E+0001 0.244119E+0001 0.904209E+0000 0.000000E+0000 0.000000E+0000 0.265052E+0001 -.996067E+0000 0.244174E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996067E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.159752E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.423968E+0000 0.423968E+0000 0.126060E+0000 0.126060E+0000 0.593608E+0000 -.593608E+0000 0.754006E-0002 -.754006E-0002 0.109256E+0001 0.109256E+0001 0.376213E-0002 0.376213E-0002 0.740085E-0001 0.740085E-0001 -.420043E-0002 0.420043E-0002 -.990221E-0001 0.990221E-0001 0.108836E+0001 0.108836E+0001 0.100882E+0000 0.100882E+0000 -.141394E-0001 0.141394E-0001 -.115634E+0000 0.115634E+0000 0.127271E+0000 0.127271E+0000 0.208007E+0000 -.208007E+0000 -.964605E-0004 0.964605E-0004
 0.186750E+0000 0.100000E+0001 0.100000E+0001 0.244119E+0001 0.904207E+0000 0.000000E+0000 0.000000E+0000 0.265052E+0001 -.996067E+0000 0.244174E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996067E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.157417E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.423947E+0000 0.423947E+0000 0.125801E+0000 0.125801E+0000 0.595024E+0000 -.595024E+0000 0.752022E-0002 -.752022E-0002 0.109230E+0001 0.109230E+0001 0.374694E-0002 0.374694E-0002 0.740592E-0001 0.740592E-0001 -.393607E-0002 0.393607E-0002 -.990600E-0001 0.990600E-0001 0.108424E+0001 0.108424E+0001 0.100900E+0000 0.100900E+0000 -.138331E-0001 0.138331E-0001 -.115707E+0000 0.115707E+0000 0.126777E+0000 0.126777E+0000 0.207323E+0000 -.207323E+0000 -.937045E-0004 0.937045E-0004
 0.187250E+0000 0.100000E+0001 0.100000E+0001 0.244120E+0001 0.904205E+0000 0.000000E+0000 0.000000E+0000 0.265053E+0001 -.996067E+0000 0.244174E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996066E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.155111E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.424172E+0000 0.424172E+0000 0.125437E+0000 0.125437E+0000 0.596443E+0000 -.596443E+0000 0.750048E-0002 -.750048E-0002 0.109257E+0001 0.109257E+0001 0.373182E-0002 0.373182E-0002 0.741084E-0001 0.741084E-0001 -.367161E-0002 0.367161E-0002 -.990963E-0001 0.990963E-0001 0.108013E+0001 0.108013E+0001 0.100917E+0000 0.100917E+0000 -.135265E-0001 0.135265E-0001 -.115778E+0000 0.115778E+0000 0.126400E+0000 0.126400E+0000 0.206642E+0000 -.206642E+0000 -.909486E-0004 0.909486E-0004
 0.187750E+0000 0.100000E+0001 0.100000E+0001 0.244120E+0001 0.904202E+0000 0.000000E+0000 0.000000E+0000 0.265054E+0001 -.996066E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996066E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.152834E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.424575E+0000 0.424575E+0000 0.124993E+0000 0.124993E+0000 0.597867E+0000 -.597867E+0000 0.748084E-0002 -.748084E-0002 0.109315E+0001 0.109315E+0001 0.371674E-0002 0.371674E-0002 0.741562E-0001 0.741562E-0001 -.340705E-0002 0.340705E-0002 -.991309E-0001 0.991309E-0001 0.107604E+0001 0.107604E+0001 0.100932E+0000 0.100932E+0000 -.132195E-0001 0.132195E-0001 -.115846E+0000 0.115846E+0000 0.126145E+0000 0.126145E+0000 0.205962E+0000 -.205962E+0000 -.881926E-0004 0.881926E-0004
 0.188250E+0000 0.100000E+0001 0.100000E+0001 0.244121E+0001 0.904200E+0000 0.000000E+0000 0.000000E+0000 0.265055E+0001 -.996066E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996066E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.150587E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.425114E+0000 0.425114E+0000 0.124488E+0000 0.124488E+0000 0.599296E+0000 -.599296E+0000 0.746131E-0002 -.746131E-0002 0.109398E+0001 0.109398E+0001 0.370169E-0002 0.370169E-0002 0.742026E-0001 0.742026E-0001 -.314240E-0002 0.314240E-0002 -.991638E-0001 0.991638E-0001 0.107195E+0001 0.107195E+0001 0.100947E+0000 0.100947E+0000 -.129121E-0001 0.129121E-0001 -.115913E+0000 0.115913E+0000 0.126000E+0000 0.126000E+0000 0.205284E+0000 -.205284E+0000 -.854357E-0004 0.854357E-0004
 0.188750E+0000 0.100000E+0001 0.100000E+0001 0.244121E+0001 0.904198E+0000 0.000000E+0000 0.000000E+0000 0.265056E+0001 -.996065E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265161E+0001 -.996065E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.148368E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.425781E+0000 0.425781E+0000 0.123923E+0000 0.123923E+0000 0.600732E+0000 -.600732E+0000 0.744188E-0002 -.744188E-0002 0.109505E+0001 0.109505E+0001 0.368667E-0002 0.368667E-0002 0.742476E-0001 0.742476E-0001 -.287766E-0002 0.287766E-0002 -.991950E-0001 0.991950E-0001 0.106786E+0001 0.106786E+0001 0.100961E+0000 0.100961E+0000 -.126045E-0001 0.126045E-0001 -.115977E+0000 0.115977E+0000 0.125968E+0000 0.125968E+0000 0.204605E+0000 -.204605E+0000 -.826789E-0004 0.826789E-0004
 0.189250E+0000 0.100000E+0001 0.100000E+0001 0.244121E+0001 0.904195E+0000 0.000000E+0000 0.000000E+0000 0.265056E+0001 -.996065E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996065E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.146179E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.426584E+0000 0.426584E+0000 0.123296E+0000 0.123296E+0000 0.602175E+0000 -.602175E+0000 0.742255E-0002 -.742255E-0002 0.109638E+0001 0.109638E+0001 0.367164E-0002 0.367164E-0002 0.742911E-0001 0.742911E-0001 -.261284E-0002 0.261284E-0002 -.992245E-0001 0.992245E-0001 0.106377E+0001 0.106377E+0001 0.100973E+0000 0.100973E+0000 -.122964E-0001 0.122964E-0001 -.116040E+0000 0.116040E+0000 0.126047E+0000 0.126047E+0000 0.203925E+0000 -.203925E+0000 -.799209E-0004 0.799209E-0004
 0.189750E+0000 0.100000E+0001 0.100000E+0001 0.244122E+0001 0.904193E+0000 0.000000E+0000 0.000000E+0000 0.265057E+0001 -.996064E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996064E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.144018E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.427530E+0000 0.427530E+0000 0.122609E+0000 0.122609E+0000 0.603628E+0000 -.603628E+0000 0.740332E-0002 -.740332E-0002 0.109798E+0001 0.109798E+0001 0.365661E-0002 0.365661E-0002 0.743332E-0001 0.743332E-0001 -.234794E-0002 0.234794E-0002 -.992523E-0001 0.992523E-0001 0.105968E+0001 0.105968E+0001 0.100985E+0000 0.100985E+0000 -.119881E-0001 0.119881E-0001 -.116100E+0000 0.116100E+0000 0.126233E+0000 0.126233E+0000 0.203245E+0000 -.203245E+0000 -.771634E-0004 0.771634E-0004
 0.190250E+0000 0.100000E+0001 0.100000E+0001 0.244122E+0001 0.904191E+0000 0.000000E+0000 0.000000E+0000 0.265057E+0001 -.996064E+0000 0.244174E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996064E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.141885E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.428622E+0000 0.428622E+0000 0.121863E+0000 0.121863E+0000 0.605089E+0000 -.605089E+0000 0.738418E-0002 -.738418E-0002 0.109987E+0001 0.109987E+0001 0.364155E-0002 0.364155E-0002 0.743738E-0001 0.743738E-0001 -.208296E-0002 0.208296E-0002 -.992784E-0001 0.992784E-0001 0.105558E+0001 0.105558E+0001 0.100996E+0000 0.100996E+0000 -.116794E-0001 0.116794E-0001 -.116158E+0000 0.116158E+0000 0.126526E+0000 0.126526E+0000 0.202563E+0000 -.202563E+0000 -.744056E-0004 0.744056E-0004
 0.190750E+0000 0.100000E+0001 0.100000E+0001 0.244122E+0001 0.904189E+0000 0.000000E+0000 0.000000E+0000 0.265058E+0001 -.996063E+0000 0.244173E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996063E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.139779E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.429858E+0000 0.429858E+0000 0.121058E+0000 0.121058E+0000 0.606562E+0000 -.606562E+0000 0.736515E-0002 -.736515E-0002 0.110203E+0001 0.110203E+0001 0.362646E-0002 0.362646E-0002 0.744131E-0001 0.744131E-0001 -.181791E-0002 0.181791E-0002 -.993028E-0001 0.993028E-0001 0.105147E+0001 0.105147E+0001 0.101006E+0000 0.101006E+0000 -.113705E-0001 0.113705E-0001 -.116214E+0000 0.116214E+0000 0.126923E+0000 0.126923E+0000 0.201879E+0000 -.201879E+0000 -.716473E-0004 0.716473E-0004
 0.191250E+0000 0.100000E+0001 0.100000E+0001 0.244123E+0001 0.904187E+0000 0.000000E+0000 0.000000E+0000 0.265059E+0001 -.996063E+0000 0.244173E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996063E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.137701E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.431237E+0000 0.431237E+0000 0.120196E+0000 0.120196E+0000 0.608046E+0000 -.608046E+0000 0.734620E-0002 -.734620E-0002 0.110448E+0001 0.110448E+0001 0.361131E-0002 0.361131E-0002 0.744509E-0001 0.744509E-0001 -.155280E-0002 0.155280E-0002 -.993255E-0001 0.993255E-0001 0.104735E+0001 0.104735E+0001 0.101015E+0000 0.101015E+0000 -.110612E-0001 0.110612E-0001 -.116268E+0000 0.116268E+0000 0.127427E+0000 0.127427E+0000 0.201192E+0000 -.201192E+0000 -.688894E-0004 0.688894E-0004
 0.191750E+0000 0.100000E+0001 0.100000E+0001 0.244123E+0001 0.904185E+0000 0.000000E+0000 0.000000E+0000 0.265059E+0001 -.996063E+0000 0.244173E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265160E+0001 -.996062E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.135650E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.432756E+0000 0.432756E+0000 0.119277E+0000 0.119277E+0000 0.609543E+0000 -.609543E+0000 0.732735E-0002 -.732735E-0002 0.110719E+0001 0.110719E+0001 0.359611E-0002 0.359611E-0002 0.744872E-0001 0.744872E-0001 -.128762E-0002 0.128762E-0002 -.993464E-0001 0.993464E-0001 0.104321E+0001 0.104321E+0001 0.101022E+0000 0.101022E+0000 -.107516E-0001 0.107516E-0001 -.116320E+0000 0.116320E+0000 0.128043E+0000 0.128043E+0000 0.200502E+0000 -.200502E+0000 -.661309E-0004 0.661309E-0004
 0.192250E+0000 0.100000E+0001 0.100000E+0001 0.244123E+0001 0.904183E+0000 0.000000E+0000 0.000000E+0000 0.265060E+0001 -.996062E+0000 0.244173E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996062E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.133624E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.434413E+0000 0.434413E+0000 0.118302E+0000 0.118302E+0000 0.611053E+0000 -.611053E+0000 0.730859E-0002 -.730859E-0002 0.111017E+0001 0.111017E+0001 0.358083E-0002 0.358083E-0002 0.745222E-0001 0.745222E-0001 -.102239E-0002 0.102239E-0002 -.993657E-0001 0.993657E-0001 0.103905E+0001 0.103905E+0001 0.101029E+0000 0.101029E+0000 -.104418E-0001 0.104418E-0001 -.116370E+0000 0.116370E+0000 0.128772E+0000 0.128772E+0000 0.199807E+0000 -.199807E+0000 -.633725E-0004 0.633725E-0004
 0.192750E+0000 0.100000E+0001 0.100000E+0001 0.244124E+0001 0.904181E+0000 0.000000E+0000 0.000000E+0000 0.265060E+0001 -.996062E+0000 0.244173E-0001 0.903525E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996062E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.131624E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.436207E+0000 0.436207E+0000 0.117274E+0000 0.117274E+0000 0.612578E+0000 -.612578E+0000 0.728991E-0002 -.728991E-0002 0.111342E+0001 0.111342E+0001 0.356545E-0002 0.356545E-0002 0.745557E-0001 0.745557E-0001 -.757107E-0003 0.757107E-0003 -.993832E-0001 0.993832E-0001 0.103486E+0001 0.103486E+0001 0.101035E+0000 0.101035E+0000 -.101316E-0001 0.101316E-0001 -.116418E+0000 0.116418E+0000 0.129615E+0000 0.129615E+0000 0.199108E+0000 -.199108E+0000 -.606140E-0004 0.606140E-0004
 0.193250E+0000 0.100000E+0001 0.100000E+0001 0.244124E+0001 0.904180E+0000 0.000000E+0000 0.000000E+0000 0.265061E+0001 -.996061E+0000 0.244173E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996061E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.129649E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.438137E+0000 0.438137E+0000 0.116195E+0000 0.116195E+0000 0.614119E+0000 -.614119E+0000 0.727132E-0002 -.727132E-0002 0.111694E+0001 0.111694E+0001 0.354998E-0002 0.354998E-0002 0.745878E-0001 0.745878E-0001 -.491775E-0003 0.491775E-0003 -.993990E-0001 0.993990E-0001 0.103065E+0001 0.103065E+0001 0.101040E+0000 0.101040E+0000 -.982125E-0002 0.982125E-0002 -.116463E+0000 0.116463E+0000 0.130565E+0000 0.130565E+0000 0.198404E+0000 -.198404E+0000 -.578557E-0004 0.578557E-0004
 0.193750E+0000 0.100000E+0001 0.100000E+0001 0.244124E+0001 0.904178E+0000 0.000000E+0000 0.000000E+0000 0.265061E+0001 -.996061E+0000 0.244173E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996061E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.127699E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.440200E+0000 0.440200E+0000 0.115067E+0000 0.115067E+0000 0.615677E+0000 -.615677E+0000 0.725281E-0002 -.725281E-0002 0.112072E+0001 0.112072E+0001 0.353438E-0002 0.353438E-0002 0.746184E-0001 0.746184E-0001 -.226402E-0003 0.226402E-0003 -.994130E-0001 0.994130E-0001 0.102640E+0001 0.102640E+0001 0.101044E+0000 0.101044E+0000 -.951060E-0002 0.951060E-0002 -.116506E+0000 0.116506E+0000 0.131615E+0000 0.131615E+0000 0.197694E+0000 -.197694E+0000 -.550974E-0004 0.550974E-0004
 0.194250E+0000 0.100000E+0001 0.100000E+0001 0.244124E+0001 0.904176E+0000 0.000000E+0000 0.000000E+0000 0.265061E+0001 -.996060E+0000 0.244173E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996060E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.125773E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.442395E+0000 0.442395E+0000 0.113892E+0000 0.113892E+0000 0.617252E+0000 -.617252E+0000 0.723438E-0002 -.723438E-0002 0.112476E+0001 0.112476E+0001 0.351865E-0002 0.351865E-0002 0.746477E-0001 0.746477E-0001 0.390086E-0004 -.390086E-0004 -.994253E-0001 0.994253E-0001 0.102213E+0001 0.102213E+0001 0.101047E+0000 0.101047E+0000 -.919970E-0002 0.919970E-0002 -.116548E+0000 0.116548E+0000 0.132765E+0000 0.132765E+0000 0.196978E+0000 -.196978E+0000 -.523394E-0004 0.523394E-0004
 0.194750E+0000 0.100000E+0001 0.100000E+0001 0.244125E+0001 0.904175E+0000 0.000000E+0000 0.000000E+0000 0.265062E+0001 -.996060E+0000 0.244173E-0001 0.903524E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996060E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.123871E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.444718E+0000 0.444718E+0000 0.112671E+0000 0.112671E+0000 0.618846E+0000 -.618846E+0000 0.721602E-0002 -.721602E-0002 0.112906E+0001 0.112906E+0001 0.350278E-0002 0.350278E-0002 0.746754E-0001 0.746754E-0001 0.304450E-0003 -.304450E-0003 -.994359E-0001 0.994359E-0001 0.101781E+0001 0.101781E+0001 0.101048E+0000 0.101048E+0000 -.888857E-0002 0.888857E-0002 -.116587E+0000 0.116587E+0000 0.134011E+0000 0.134011E+0000 0.196255E+0000 -.196255E+0000 -.495813E-0004 0.495813E-0004
 0.195250E+0000 0.100000E+0001 0.100000E+0001 0.244125E+0001 0.904173E+0000 0.000000E+0000 0.000000E+0000 0.265062E+0001 -.996059E+0000 0.244173E-0001 0.903523E+0000 0.000000E+0000 0.000000E+0000 0.265159E+0001 -.996059E+0000 0.141421E+0001 0.000000E+0000 0.000000E+0000 0.121994E-0003 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.000000E+0000 0.447167E+0000 0.447167E+0000 0.111406E+0000 0.111406E+0000 0.620459E+0000 -.620459E+0000 0.719775E-0002 -.719775E-0002 0.113360E+0001 0.113360E+0001 0.348674E-0002 0.348674E-0002 0.747018E-0001 0.747018E-0001 0.569918E-0003 -.569918E-0003 -.994447E-0001 0.994447E-0001 0.101345E+0001 0.101345E+0001 0.101049E+0000 0.101049E+0000 -.857720E-0002 0.857720E-0002 -.116623E+0000 0.116623E+0000 0.135342E+0000 0.135342E+0000 0.195525E+0000 -.195525E+0000 -.468233E-0004 0.468233E-0004
